platforms_mac,pc_requirements_recommended,price_overview_currency,linux_requirements_recommended,platforms_windows,required_age,header_image,pc_requirements_minimum,current_players,linux_requirements_minimum,is_free,price_overview_initial,steam_appid,price_overview_final,price_overview_discount_percent,coming_soon,recommendations_total,name,metacritic_score,platforms_linux,release_date,mac_requirements_recommended,metacritic_url,mac_requirements_minimum,developers,type,publishers
"true","RECOMMENDED&emsp;OS: Windows 7, 8/8.1, 10 <br>										&emsp;Processor: Dual Core 3.0 Ghz <br>										&emsp;Memory: 4GB<br>										&emsp;Hard Disk Space: 200MB  	<br>										&emsp;Video Card: 256mb Video Memory, capable of Shader Model 2.0+ <br>										&emsp;DirectX®: 9.0c or Greater 	<br>									","GBP","RECOMMENDEDLINUX<br>&emsp;OS: Ubuntu 14.04 LTS <br>										&emsp;Processor: Dual Core 3.0 Ghz <br>										&emsp;Memory: 4GB<br>										&emsp;Hard Disk Space: 200MB  	<br>										&emsp;Video Card: 256mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable <br>									","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/105600/header.jpg?t=1529004887","REQUIRED&emsp;OS: Windows Xp, Vista, 7, 8/8.1, 10 <br>										&emsp;Processor: 2.0 Ghz <br>										&emsp;Memory: 2.5GB<br>										&emsp;Hard Disk Space: 200MB  	<br>										&emsp;Video Card: 128mb Video Memory, capable of Shader Model 2.0+ <br>										&emsp;DirectX®: 9.0c or Greater 	<br>									",11661,"REQUIREDLINUX<br>&emsp;OS: Ubuntu 14.04 LTS <br>										&emsp;Processor: 2.0 Ghz <br>										&emsp;Memory: 2.5GB<br>										&emsp;Hard Disk Space: 200MB  	<br>										&emsp;Video Card: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable <br>									","false",699,105600,349,50,"false",178458,"Terraria",83,"true","16 May, 2011","RECOMMENDED&emsp;OS: OSX 10.9.5 - 10.11.6 <br>										&emsp;Processor: Dual Core 3.0 Ghz <br>										&emsp;Memory: 4GB<br>										&emsp;Hard Disk Space: 200MB  	<br>										&emsp;Video Card: 256mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable <br>									","https://www.metacritic.com/game/pc/terraria?ftag=MCD-06-10aaa1f","REQUIRED&emsp;OS: OSX 10.9.5 - 10.11.6 <br>										&emsp;Processor: 2.0 Ghz <br>										&emsp;Memory: 2.5GB<br>										&emsp;Hard Disk Space: 200MB  	<br>										&emsp;Video Card: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable <br>									","Re-Logic","game","Re-Logic"
"true","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Microsoft Windows 7/8 (64-bit)<br>&emsp;Processor: Intel Core i5-3470, 3.20GHz or AMD FX-6300, 3.5Ghz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB (Does not support Intel Integrated Graphics Cards)<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Ubuntu 14.10 (64-bit)<br>&emsp;Processor: Intel Core i5-3470, 3.20GHz or AMD FX-6300, 3.5Ghz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB  (Does not support Intel Integrated Graphics Cards)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/255710/header_alt_assets_0.jpg?t=1540369457","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Microsoft Windows XP/Vista/7/8/8.1 (64-bit)<br>&emsp;Processor: Intel Core 2 Duo, 3.0GHz or AMD Athlon 64 X2 6400+, 3.2GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: nVIDIA GeForce GTX 260, 512 MB or ATI Radeon HD 5670, 512 MB (Does not support Intel Integrated Graphics Cards)<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space",11406,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Ubuntu 12.04 (64-bit)<br>&emsp;Processor: Intel Core 2 Duo, 3.0GHz or AMD Athlon 64 X2 6400+, 3.2GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: nVIDIA GeForce GTX 260, 512 MB or ATI Radeon HD 5670, 512 MB  (Does not support Intel Integrated Graphics Cards)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space","false",2299,255710,574,75,"false",47888,"Cities: Skylines",85,"true","10 Mar, 2015","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: OS X 10.10 (64-bit)<br>&emsp;Processor: Intel Core i5-3470, 3.20GHz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB  (Does not support Intel Integrated Graphics Cards)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space","https://www.metacritic.com/game/pc/cities-skylines?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: OS X 10.9 (64-bit)<br>&emsp;Processor: Intel Core 2 Duo, 3.0GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: nVIDIA GeForce GTX 260, 512 MB or ATI Radeon HD 5670, 512 MB  (Does not support Intel Integrated Graphics Cards)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space","Colossal Order Ltd.","game","Paradox Interactive"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/872790/header.jpg?t=1540846058","Minimum:<br>&emsp;OS: Windows 7 (SP1), 8/8.1, 10 (1803/April 2018 Update) – 64-bit or 32-bit<br>&emsp;Processor: Intel Pentium 4, Intel Core or AMD Athlon – 2.2 GHz +<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 7 GB available space",13462,,"false",3799,872790,3419,10,"false",453,"Football Manager 2019",,"false","2 Nov, 2018",,,"Minimum:<br>&emsp;OS: 10.10.5, 10.11.6, 10.12.5, 10.13.5, 10.14 – 64-bit<br>&emsp;Processor: Intel Core 2 – 1.8 GHz +<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM<br>&emsp;Storage: 7 GB available space<br>&emsp;Additional Notes: OpenGL: 2.1","Sports Interactive","game","SEGA"
"false","Recommended:<br>&emsp;OS: Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit<br>&emsp;Processor: Intel® Core™ i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA® GeForce® GTX 770 2GB / AMD® Radeon™ R9 270 2GB or better<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 80 GB available space<br>&emsp;Sound Card: DirectX 9.0c compatible sound card<br>&emsp;Additional Notes: Dual-analog gamepad","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/841370/header.jpg?t=1539904436","Minimum:<br>&emsp;OS: Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit<br>&emsp;Processor: Intel® Core™ i3-530 @ 2.93 GHz / AMD FX-4100 @ 3.60 GHz or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA® GeForce® GT 450 1GB / AMD® Radeon™ HD 7770 1GB or better<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 80 GB available space<br>&emsp;Sound Card: DirectX 9.0x compatible Dual-Analog Gamepad: Recommended<br>&emsp;Additional Notes: Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012.",10586,,"false",3999,841370,3999,0,"false",3168,"NBA 2K19",80,"false","6 Sep, 2018",,"https://www.metacritic.com/game/pc/nba-2k19?ftag=MCD-06-10aaa1f",,"Visual Concepts","game","2K"
"true","Recommended:<br>&emsp;OS: Windows 7 64bit /Vista 64bit /8 64bit /10 64bit<br>&emsp;Processor: Intel Core i5<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX 650 or higher, AMD Radeon series 77XX or higher (DirectX 11 level video card and drivers)<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 22 GB available space",,"Recommended:<br>&emsp;OS: Ubuntu 14.04 64bit, SteamOS<br>&emsp;Processor: Intel Core i7<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA 660 with latest proprietary drivers (not older than 6 months)  / similar AMD with latest proprietary drivers (not older than 6 months)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 21 GB available space","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/236390/header.jpg?t=1540820451","Minimum:<br>&emsp;OS: Windows 7/Vista/8/10<br>&emsp;Processor: 2.2 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: Intel HD Graphics 4000 / AMD Radeon 46XX / NVIDIA GeForce GT 520 (DirectX 10.1 level video card and drivers, The minimum supported resolution for the game is 720p)<br>&emsp;DirectX: Version 10<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 8 GB available space",11240,"Minimum:<br>&emsp;OS: Most modern 64-bit Linux distributions, SteamOS<br>&emsp;Processor: Dual-Core 2.4 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA 660 with latest proprietary drivers (not older than 6 months)  / similar AMD with latest proprietary drivers (not older than 6 months; the minimum supported resolution for the game is 720p)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 8 GB available space","true",,236390,,,"false",1753,"War Thunder",81,"true","15 Aug, 2013","Recommended:<br>&emsp;OS: 10.12 Sierra<br>&emsp;Processor: Intel Core i7 (Xeon processors not supported)<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: Nvidia GeForce GTX 680M or higher<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 23 GB available space","https://www.metacritic.com/game/pc/war-thunder?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: 10.12 Sierra<br>&emsp;Processor: Intel Core i7 (Xeon processors not supported)<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: Intel 4000 HD/Radeon HD 5550/GeForce 8800 (The minimum supported resolution for the game is 720p)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 9 GB available space","Gaijin Entertainment","game","Gaijin Entertainment"
"true","Recommended:<br>&emsp;OS: Windows 7 64-bit<br>&emsp;Processor: Intel® Core i5 2300 or AMD FX4350<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: Direct X 11.0 compliant video card with 2GB RAM (NVIDIA® GeForce® GTX 750 or AMD Radeon™ HD 7850) or higher<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 85 GB available space<br>&emsp;Sound Card: DirectX compatible sound card","GBP",,"true",18,"https://steamcdn-a.akamaihd.net/steam/apps/306130/header.jpg?t=1537545599","Minimum:<br>&emsp;OS: Windows 7 64-bit<br>&emsp;Processor: Intel® Core i3 540 or AMD A6-3620 or higher<br>&emsp;Memory: 3 GB RAM<br>&emsp;Graphics: Direct X 11.0 compliant video card with 1GB RAM (NVidia GeForce 460 or AMD Radeon 6850)<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 85 GB available space<br>&emsp;Sound Card: DirectX compatible sound card",8708,,"false",1499,306130,1499,0,"false",30766,"The Elder Scrolls® Online",,"false","22 May, 2017","Recommended:<br>&emsp;OS: OS X 10.9 or Later<br>&emsp;Processor: Intel i5 processor<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVidia GeForce 640 or AMD Radeon 5670 (1GB of VRAM)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 85 GB available space<br>&emsp;Additional Notes: OpenGL: 4.1",,"Minimum:<br>&emsp;OS: OS X 10.9<br>&emsp;Processor: Intel Core 2 Duo processor<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVidia GeForce 460 or AMD Radeon 6850 (1GB of VRAM)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 85 GB available space<br>&emsp;Additional Notes: OpenGL: 4.1","Zenimax Online Studios","game","Bethesda Softworks"
"false","Recommended:<br>&emsp;OS: Windows 7 SP1/Windows 10<br>&emsp;Processor: x64-compatible, quad core, 3.2GHz or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA® GeForce® GTX 1050 Ti or ATI Radeon™ RX560 or better<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 20 GB available space",,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/238960/header.jpg?t=1535736265","Minimum:<br>&emsp;OS: Windows XP SP3/Windows 7 SP1/Windows 8<br>&emsp;Processor: x86-compatible 2.6GHz or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA® GeForce® GTX 650 Ti or ATI Radeon™ HD 7850 or better<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 20 GB available space",9815,,"true",,238960,,,"false",1171,"Path of Exile",86,"false","23 Oct, 2013",,"https://www.metacritic.com/game/pc/path-of-exile?ftag=MCD-06-10aaa1f",,"Grinding Gear Games","game","Grinding Gear Games"
"false","Recommended:<br>&emsp;OS: 64-bit: Vista, Win 7, Win 8, Win 10<br>&emsp;Processor: Intel Core i5-750, 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX 560 / AMD Radeon HD 6950 or better with 768 MB+ of VRAM (DirectX 11 Compatible)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 15 GB available space<br>&emsp;Sound Card: DirectX compatible sound card",,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/444090/header.jpg?t=1538761594","Minimum:<br>&emsp;OS: Windows XP SP2, Windows Vista or Windows 7<br>&emsp;Processor: Core 2 Duo 2.4 GHz or Althon X2 2.7 GHz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: ATI or Nvidia graphics card with 512MB video ram or better and Shader Model 3.0+ support. (ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher)<br>&emsp;Storage: 15 GB available space<br>&emsp;Sound Card: DirectX compatible sound card",10032,,"true",,444090,,,"false",10298,"Paladins®",83,"false","8 May, 2018","Recommended:<br>&emsp;OS: OS X 10.10<br>&emsp;Processor: Intel Core i5-750, 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX 560 / AMD Radeon HD 6950 or better with 768 MB+ of VRAM (DirectX 11 Compatible)<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 15 GB available space<br>&emsp;Sound Card: DirectX compatible sound card","https://www.metacritic.com/game/pc/paladins?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: OS X 10.10<br>&emsp;Processor: Core 2 Duo 2.4 GHz or Althon X2 2.7 GHz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: ATI or Nvidia graphics card with 512MB video ram or better and Shader Model 3.0+ support. (ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher)<br>&emsp;Storage: 15 GB available space<br>&emsp;Sound Card: DirectX compatible sound card","Evil Mojo Games","game","Hi-Rez Studios"
"false","Recommended:<br>&emsp;OS: Windows 8.1, 10<br>&emsp;Processor: 2.0 GHz Intel i7 or equivalent<br>&emsp;Memory: 2048 MB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX 660, AMD HD7870, 2 GB VRAM or above<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 1024 MB available space","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/431960/header.jpg?t=1528536930","Minimum:<br>&emsp;OS: Windows 7 (with Aero), 8.1, 10<br>&emsp;Processor: 1.66 GHz Intel i5 or equivalent<br>&emsp;Memory: 1024 MB RAM<br>&emsp;Graphics: HD Graphics 4000 or above<br>&emsp;DirectX: Version 10<br>&emsp;Storage: 512 MB available space<br>&emsp;Additional Notes: Windows N versions require the 'Media Feature Pack' from Microsoft. Aero must be enabled on Windows 7. High contrast mode is not supported. Max video res. Windows 8, 10: 4K, Windows 7: 1080p",7611,,"false",279,431960,279,0,"false",51274,"Wallpaper Engine",,"false","10 Oct, 2016",,,,"Kristjan Skutta","game","Kristjan Skutta"
"false","Recommended:<br>&emsp;OS: Windows 7 64bit<br>&emsp;Processor: Core i3-4170 or AMD FX-8300<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GTX 760 or AMD Radeon HD 7950<br>&emsp;DirectX: Version 9.0<br>&emsp;Storage: 7 GB available space",,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/550650/header.jpg?t=1539245500","Minimum:<br>&emsp;OS: Windows 7 64bit<br>&emsp;Processor: CORE2 DUO 2.2GHZ / AMD Athlon 64 X2 2.66GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GEFORCE 8600 OR GT630 / RADEON HD 6750<br>&emsp;DirectX: Version 9.0<br>&emsp;Storage: 7 GB available space",8945,,"true",,550650,,,"false",,"Black Squad",,"false","28 Jul, 2017",,,,"NS STUDIO","game","NEOWIZ<br/>NEOBRICKS"
"false","Recommended:<br>&emsp;OS: Windows 7 / 8 (8.1)/ 10 64Bit<br>&emsp;Processor: Intel® Core™ i5-4570 3.20GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX 770 4GB | AMD Radeon R9 290X 4GB @1080p<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 60 GB available space","GBP","Recommended:<br>&emsp;OS: Ubuntu 16.10 64-bit, SteamOS 2.0<br>&emsp;Processor: 3.4 GHz Intel Core i7-4770<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: 4GB Nvidia 970 (driver version 367.28), 4GB AMD RX 480 (Mesa 13.0.1 driver compiled using LLVM 3.9)<br>&emsp;Storage: 35 GB available space<br>&emsp;Additional Notes: AMD GPU's are not supported on Steam OS. Intel GPU's are not supported at time of release.","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/594570/header.jpg?t=1540814845","Minimum:<br>&emsp;OS: Windows 7 64Bit<br>&emsp;Processor: Intel® Core™ 2 Duo 3.0Ghz<br>&emsp;Memory: 5 GB RAM<br>&emsp;Graphics: NVIDIA GTX 460 1GB | AMD Radeon HD 5770 1GB | Intel HD4000 @720p<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 60 GB available space",7815,"Minimum:<br>&emsp;OS: Ubuntu 16.10 64-bit, SteamOS 2.0<br>&emsp;Processor: 3.4GHz Intel Core i3-4130, 3.5GHz AMD FX6300<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 1GB Nvidia 650ti or better (driver version 367.28), 2GB AMD R9 270 or better (Mesa 13.0.1 driver compiled using LLVM 3.9)<br>&emsp;Storage: 29 GB available space<br>&emsp;Additional Notes: AMD GPU's are not supported on Steam OS. Intel GPU's are not supported at time of release.","false",3999,594570,3999,0,"false",10194,"Total War: WARHAMMER II",87,"false","28 Sep, 2017",,"https://www.metacritic.com/game/pc/total-war-warhammer-ii?ftag=MCD-06-10aaa1f",,"CREATIVE ASSEMBLY","game","SEGA"
"false","Recommended:<br>&emsp;OS: Windows 7 / 8 / 10 (64bit)<br>	&emsp;Processor: Intel Core i5-4460 or AMD FX 4300 or better<br>	&emsp;Memory: 6 GB RAM<br>	&emsp;Graphics: NVIDIA GeForce GTX 660 / AMD Radeon HD 7800 Series with 2 GB VRAM<br>	&emsp;DirectX®: 11<br>	&emsp;Hard Drive: 35 GB free space, SSD / Hybrid HDD / SSHD storage<br>	&emsp;Sound: DirectX®-compatible soundcard","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/107410/header.jpg?t=1524502112","Minimum: <br>&emsp;OS: Windows 7 SP1 (64bit)<br>	&emsp;Processor: Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHz<br>	&emsp;Memory: 4 GB RAM<br>	&emsp;Graphics: NVIDIA GeForce 9800GT / AMD Radeon HD 5670 /  Intel HD Graphics 4000 with 512 MB VRAM<br>	&emsp;DirectX®: 10<br>	&emsp;Hard Drive: 32 GB free space<br>	&emsp;Audio: DirectX®-compatible on-board",8229,,"false",2999,107410,1019,66,"false",74717,"Arma 3",74,"false","12 Sep, 2013",,"http://www.metacritic.com/game/pc/arma-iii?ftag=MCD-06-10aaa1f",,"Bohemia Interactive","game","Bohemia Interactive"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/413150/header.jpg?t=1533135818","Minimum:<br>&emsp;OS: Windows Vista or greater<br>&emsp;Processor: 2 Ghz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: 256 mb video memory, shader model 3.0+<br>&emsp;DirectX: Version 10<br>&emsp;Storage: 500 MB available space",6191,"Minimum:<br>&emsp;OS: Ubuntu 12.04 LTS<br>&emsp;Processor: 2 Ghz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: 256 mb video memory, OpenGL 2<br>&emsp;Storage: 500 MB available space","false",1099,413150,1099,0,"false",87136,"Stardew Valley",89,"true","26 Feb, 2016",,"https://www.metacritic.com/game/pc/stardew-valley?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: Mac OSX 10.10+<br>&emsp;Processor: 2 Ghz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: 256 mb video memory, OpenGL 2<br>&emsp;Storage: 500 MB available space","ConcernedApe","game","Chucklefish"
"true","Recommended:<br>&emsp;OS: Windows® 7 32/64-bit / Vista 32/64 / XP<br>&emsp;Processor: Intel core 2 duo 2.4GHz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Video Card Shader model 3.0. NVidia 7600, ATI X1600 or better<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 13 GB available space<br>&emsp;Sound Card: DirectX 9.0c compatible sound card","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/550/header.jpg?t=1540300687","Minimum:<br>&emsp;OS: Windows® 7 32/64-bit / Vista 32/64 / XP<br>&emsp;Processor: Pentium 4 3.0GHz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 13 GB available space<br>&emsp;Sound Card: DirectX 9.0c compatible sound card",8404,"Minimum:<br>&emsp;OS: Ubuntu 12.04<br>&emsp;Processor: Dual core from Intel or AMD at 2.8 GHz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1<br>&emsp;Storage: 13 GB available space<br>&emsp;Sound Card: OpenAL Compatible Sound Card","false",719,550,143,80,"false",137802,"Left 4 Dead 2",89,"true","19 Nov, 2009",,"https://www.metacritic.com/game/pc/left-4-dead-2?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: MacOS 10.7<br>&emsp;Processor: Dual core Intel processor, 2GHz or better<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: ATI Radeon 2400 or higher / NVIDIA 8600M or higher / Intel HD Graphics 3000<br>&emsp;Storage: 13 GB available space<br>&emsp;Additional Notes: Not supported: OS X 10.5.x, ATI X1600 or X1900 graphics, NVIDIA GeForce 7 graphics or Intel graphics less than Intel HD 3000.","Valve","game","Valve"
"false","Recommended:<br>&emsp;OS: Windows 7/8.1/10 (64-bit Version)<br>&emsp;Processor: Intel i5-2400/AMD FX-8320<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GTX 780 3GB /AMD R9 290 4GB<br>&emsp;Storage: 12 GB available space","GBP",,"true",18,"https://steamcdn-a.akamaihd.net/steam/apps/489830/header.jpg?t=1533676854","Minimum:<br>&emsp;OS: Windows 7/8.1/10 (64-bit Version)<br>&emsp;Processor: Intel i5-750/AMD Phenom II X4-945<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GTX 470 1GB /AMD HD 7870 2GB<br>&emsp;Storage: 12 GB available space",6074,,"false",2999,489830,2999,0,"false",10909,"The Elder Scrolls V: Skyrim Special Edition",74,"false","27 Oct, 2016",,"https://www.metacritic.com/game/pc/the-elder-scrolls-v-skyrim-special-edition?ftag=MCD-06-10aaa1f",,"Bethesda Game Studios","game","Bethesda Softworks"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/322330/header.jpg?t=1540592227","Minimum:<br>&emsp;OS: Windows Vista/Windows 7/Windows 8<br>&emsp;Processor: 1.7+ GHz or better<br>&emsp;Memory: 1 GB RAM<br>&emsp;Graphics: Radeon HD5450 or better; 256 MB or higher<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 750 MB available space<br>&emsp;Sound Card: 100% DirectX9.0c compatible sound card and drivers",7473,"Minimum:<br>&emsp;Processor: 1.7+ GHz or better<br>&emsp;Memory: 1 GB RAM<br>&emsp;Graphics: Radeon HD5450 or better; 256 MB or higher<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 750 MB available space","false",1099,322330,439,60,"false",57035,"Don't Starve Together",83,"true","21 Apr, 2016",,"https://www.metacritic.com/game/pc/dont-starve-together?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: Lion (OSX 10.7.X)<br>&emsp;Processor: 2.0 GHz Intel<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVidia or ATI graphics card<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 750 MB available space<br>&emsp;Additional Notes: Not recommended for Intel GMA Graphics or Mac Minis or early-generation MacBooks","Klei Entertainment","game","Klei Entertainment"
