platforms_mac,pc_requirements_recommended,price_overview_currency,linux_requirements_recommended,platforms_windows,required_age,header_image,pc_requirements_minimum,current_players,linux_requirements_minimum,is_free,price_overview_initial,steam_appid,price_overview_final,price_overview_discount_percent,coming_soon,recommendations_total,name,metacritic_score,platforms_linux,release_date,mac_requirements_recommended,metacritic_url,mac_requirements_minimum,developers,type,publishers
"false","Recommended:<br>&emsp;OS: Windows 7 64-bit<br>&emsp;Processor: Intel Core i5 or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: GeForce GTX 750 / GTX 750 TI/ GTX 650TI / GT 1030<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 8 GB available space",,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/560380/header_alt_assets_0.jpg?t=1539901866","Minimum:<br>&emsp;OS: Windows 7 32-bit<br>&emsp;Processor: Intel Core i3 or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: GeForce GT 730 / GeForce GT 630<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 8 GB available space",12924,,"true",,560380,,,"false",343,"MapleStory 2",,"false","4 Oct, 2018",,,,"Nexon Korea Corporation","game","Nexon America Inc."
"false","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: 64-bit Operating Systems (Windows 7, Windows 8.1 or above)<br>&emsp;Processor: Intel Core i3-4170 or AMD FX-8300 or higher<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: DX11 Compatible GeForce 760 or AMD HD 8800 or higher with 4GB of RAM<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 25 GB available space<br>&emsp;Sound Card: DX11 compatible","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/381210/header.jpg?t=1540312210","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: 64-bit Operating Systems (Windows 7, Windows 8.1)<br>&emsp;Processor: Intel Core i3-4170 or AMD FX-8120<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: DX11 Compatible GeForce GTX 460 1GB or AMD HD 6850 1GB<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 25 GB available space<br>&emsp;Sound Card: DX11 compatible<br>&emsp;Additional Notes: With these requirements, it is recommended that the game is played on Low quality settings.",21413,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system","false",1499,381210,749,50,"false",112183,"Dead by Daylight",71,"false","14 Jun, 2016","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","https://www.metacritic.com/game/pc/dead-by-daylight?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;Requires a 64-bit processor and operating system","Behaviour Digital Inc.","game","Behaviour Digital Inc."
"true","Recommended:<br>&emsp;OS: Windows 7 or Newer<br>&emsp;Processor: 2.5+ GHz Quad core<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GTX 660 or better, ATI 7950 or better<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 7 GB available space<br>&emsp;Additional Notes: Gamepad or Controller Recommended","GBP","Recommended:<br>&emsp;Processor: 2.5+ GHz Quad core<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GTX 660 or better, ATI 7950 or better<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 7 GB available space<br>&emsp;Additional Notes: Gamepad or Controller Recommended","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/252950/header_alt_assets_4.jpg?t=1539663459","Minimum:<br>&emsp;OS: Windows 7 or Newer<br>&emsp;Processor: 2.4 GHz Dual core<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: NVIDIA GTX 260 or ATI 4850<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 7 GB available space",16289,"Minimum:<br>&emsp;Processor: 2.4+ GHz Quad core<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: NVIDIA GTX 260 or ATI 4850<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 7 GB available space","false",1499,252950,899,40,"false",164057,"Rocket League®",86,"true","7 Jul, 2015","Recommended:<br>&emsp;OS: MacOS X 10.8.5 or Newer<br>&emsp;Processor: Intel Core i7 2.4 GHz+<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: OpenGL 4.1 - ATI Radeon HD 5670, NVIDIA GeForce GT 640M<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 7 GB available space","https://www.metacritic.com/game/pc/rocket-league?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: MacOS X 10.8.5<br>&emsp;Processor: Intel Core i5 2.4 GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: OpenGL 4.1 - ATI Radeon HD 5670, NVIDIA GeForce GT 640M, Intel HD Graphics 4000 or Iris Pro Graphics<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 7 GB available space","Psyonix, Inc.","game","Psyonix, Inc."
"true","Recommended:<br>					&emsp;OS: Windows® Vista SP2/ Windows® 7 <br>						&emsp;Processor: 1.8 GHz Quad Core CPU <br>						&emsp;Memory: 4 GB RAM <br>						&emsp;Graphics: 512 MB ATI 4800 series or better, 512 MB nVidia 9800 series or better<br>						&emsp;DirectX®: DirectX® version 11<br>						&emsp;Hard Drive: 8 GB Free <br>						&emsp;Sound: DirectX 9.0c-compatible sound card <br>						&emsp;Note: Optimized for the touch-screen Ultrabook™ device<br>					","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/8930/header.jpg?t=1539301268","Minimum:<br>					&emsp;OS: Windows® Vista SP2/ Windows® 7 <br>						&emsp;Processor: Intel Core 2 Duo 1.8 GHz or AMD Athlon X2 64 2.0 GHz<br>						&emsp;Memory: 2GB RAM <br>						&emsp;Graphics:256 MB ATI HD2600 XT or better, 256 MB nVidia 7900 GS or better, or Core i3 or better integrated graphics <br>						&emsp;DirectX®: DirectX® version 9.0c <br>						&emsp;Hard Drive: 8 GB Free <br>						&emsp;Sound: DirectX 9.0c-compatible sound card <br>						&emsp;Note: Optimized for the touch-screen Ultrabook™ device<br>					",15086,"Operating System: SteamOS, Ubuntu<br>CPU Processor: Intel Core i3, AMD A10<br>CPU Speed: 2.4GHz <br>Memory: 4 GB RAM <br>Hard Disk Space: 10 GB <br>Video Card (ATI): Radeon HD 6450<br>Video Card (NVidia): Geforce 640M<br>Video Card (Intel): Iris Pro<br>Video Memory (VRam): 1GB<br><br>IMPORTANT NOTICE: Don't meet the above requirements? Running on Ubuntu? That doesn't mean your configuration wont run Civ V, it just means we have not tested and vetted your configuration. Visit the Civilization V community page to share your experience with other Linux players and learn about how to send bugs to Aspyr. Your feedback will help us improve Civ V Linux and future AAA Linux releases!<br><br>NOTICE:  Intel Integrated video chipsets (GMA 9XX, HD 3XXX) will not run Civilization V for SteamOS and Linux, and are unsupported.<br><br>NOTICE:The Linux version is only available in English, French, Italian, German, and Spanish.<br>[/list]","false",1999,8930,1999,0,"false",79314,"Sid Meier's Civilization® V",90,"true","23 Sep, 2010","Recommended:<br>						&emsp;Processor: Intel Quad Core<br>						&emsp;Memory: 4GB<br>						&emsp;CPU Speed: 2.4 GHz<br>						&emsp;Video RAM: 1GB<br>	<br>						","https://www.metacritic.com/game/pc/sid-meiers-civilization-v?ftag=MCD-06-10aaa1f","Minimum:<br>													&emsp;OS: 10.8.5 (Mountain Lion), 10.9.5 (Mavericks), 10.10.5 (Yosemite), 10.11.1 (El Capitan)<br>Processor: Intel Core 2 Duo (Dual-Core) CPU Speed: 2.4 GHz<br>Memory: 2 GB RAM <br>Hard Disk Space: 8 GB <br>Video Card (ATI): Radeon HD 2600<br>Video Card (NVidia): Geforce 8600<br>Video Card (Intel): HD 4000<br>Video Memory (VRam): 256MB<br><br>Multiplayer: Internet (TCP/IP) and LAN (TCP/IP) play supported.  Please note, it is possible for Mac and PC to become out of sync during updates.  Within this short time period, Mac users will only be able to play other Mac users.<br>														&emsp;NOTICE:This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive)<br>														&emsp;NOTICE: The following video chipsets are not supported for Civilization V:<br>ATI Radeon X1000 series, HD 2400<br>Nvidia GeForce 7000 series, 8600, 9400<br>Intel GMA (950/X3100), HD 3000<br><br>NOTICE:The Mac version is only available in English, French, Italian, German, and Spanish.","Firaxis Games<br/>Aspyr (Mac)<br/>Aspyr (Linux)","game","2K<br/>Aspyr (Mac)<br/>Aspyr (Linux)"
"false","Recommended:<br>&emsp;OS:Windows 10<br>	&emsp;Processor:2.3 GHz Intel Quad Core Processor<br>	&emsp;Memory:8 GB RAM<br>	&emsp;Graphics:Nvidia &amp; AMD (1GB VRAM)<br>	&emsp;DirectX®:9.0c<br>	&emsp;Hard Drive:45 GB HD space<br>	&emsp;Sound:DirectX 9.0c compatible","GBP","Recommended:<br>&emsp;OS:SteamOS<br>	&emsp;Processor:2.3 GHz Intel Quad Core Processor<br>	&emsp;Memory:8 GB RAM<br>	&emsp;Graphics:Nvidia &amp; AMD (1GB VRAM)<br>	&emsp;DirectX®:9.0c<br>	&emsp;Hard Drive:45 GB HD space<br>	&emsp;Sound:DirectX 9.0c compatible","true",18,"https://steamcdn-a.akamaihd.net/steam/apps/218620/header.jpg?t=1540499986","Minimum:<br>&emsp;OS:Windows 7<br>	&emsp;Processor:2 GHz Intel Dual Core Processor<br>	&emsp;Memory:4 GB RAM<br>	&emsp;Graphics:Nvidia &amp; AMD (512MB VRAM)<br>	&emsp;DirectX®:9.0c<br>	&emsp;Hard Drive:31 GB HD space <br>	&emsp;Sound:DirectX 9.0c compatible",15737,"Minimum:<br>&emsp;OS:SteamOS<br>	&emsp;Processor:2 GHz Intel Dual Core Processor<br>	&emsp;Memory:4 GB RAM<br>	&emsp;Graphics:Nvidia &amp; AMD (512MB VRAM)<br>	&emsp;DirectX®:9.0c<br>	&emsp;Hard Drive:31 GB HD space <br>	&emsp;Sound:DirectX 9.0c compatible","false",749,218620,374,50,"false",205156,"PAYDAY 2",79,"true","13 Aug, 2013",,"https://www.metacritic.com/game/pc/payday-2?ftag=MCD-06-10aaa1f",,"OVERKILL - a Starbreeze Studio.","game","Starbreeze Publishing AB"
"true","Recommended:<br>&emsp;OS: Windows® 7/8/8.1/10<br>&emsp;Processor: 2.5 GHz Processor or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: 1GB dedicated VRAM or better<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 20 GB available space","GBP","Recommended:<br>&emsp;OS: Latest Ubuntu<br>&emsp;Processor: 2.5 GHz Processor or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: 1GB dedicated VRAM or better<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 20 GB available space","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/4000/header.jpg?t=1535986052","Minimum:<br>&emsp;OS: Windows® XP/Vista<br>&emsp;Processor: 2 GHz Processor or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 512MB dedicated VRAM or better<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 5 GB available space<br>&emsp;Sound Card: DirectX® 9 compatible<br>&emsp;Additional Notes: Mouse, Keyboard, Monitor",19650,"Minimum:<br>&emsp;OS: Ubuntu 12.04<br>&emsp;Processor: 2 GHz Processor or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 512MB dedicated VRAM or better<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 5 GB available space<br>&emsp;Additional Notes: Mouse, Keyboard, Monitor","false",699,4000,349,50,"false",285416,"Garry's Mod",,"true","29 Nov, 2006","Recommended:<br>&emsp;OS: Latest OS X version<br>&emsp;Processor: 2.5 GHz Processor or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: 1GB dedicated VRAM or better<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 20 GB available space",,"Minimum:<br>&emsp;OS: OS X version Snow Leopard 10.6.3<br>&emsp;Processor: 2 GHz Processor or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 512MB dedicated VRAM or better<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 5 GB available space<br>&emsp;Additional Notes: Mouse, Keyboard, Monitor","Facepunch Studios","game","Valve"
"false","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 10  64 bit<br>&emsp;Processor: 3.50GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: Nvidia GeForce GT520<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 6 GB available space","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/838350/header.jpg?t=1538595521","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7 / Windows 8 / Windows 10  64 bit<br>&emsp;Processor: 2.50GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: HD4400<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 6 GB available space<br>&emsp;Additional Notes: 1600×900 Screen Resolution",13517,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system","false",1549,838350,1549,0,"false",11134,"太吾绘卷 The Scroll Of Taiwu",,"false","20 Sep, 2018","Recommended:<br>&emsp;Requires a 64-bit processor and operating system",,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system","ConchShip Games","game","ConchShip Games"
"false","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7/8/10 (64-bit OS required)<br>&emsp;Processor: Intel Core i7 4790 3.6 GHz/AMD FX-9590 4.7 GHz or equivalent<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GTX 780 3GB/AMD Radeon R9 290X 4GB or equivalent<br>&emsp;Storage: 30 GB available space","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","true",17,"https://steamcdn-a.akamaihd.net/steam/apps/377160/header.jpg?t=1533676954","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7/8/10 (64-bit OS required)<br>&emsp;Processor: Intel Core i5-2300 2.8 GHz/AMD Phenom II X4 945 3.0 GHz or equivalent<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GTX 550 Ti 2GB/AMD Radeon HD 7870 2GB or equivalent<br>&emsp;Storage: 30 GB available space",12919,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system","false",1999,377160,1999,0,"false",83304,"Fallout 4",84,"false","9 Nov, 2015","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","https://www.metacritic.com/game/pc/fallout-4?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;Requires a 64-bit processor and operating system","Bethesda Game Studios","game","Bethesda Softworks"
"false","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 10 64-bit<br>&emsp;Processor: Core 2 Quad Q9550 2.83GHz or Phenom II X4 955<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: GeForce GTX 560 or Radeon HD 6950<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 50 GB available space<br>&emsp;Additional Notes: NVIDIA ® FleX features require a GeForce ® GTX™ 770  or higher (GeForce ® GTX™ 980 recommended)","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","true",18,"https://steamcdn-a.akamaihd.net/steam/apps/232090/header.jpg?t=1539199034","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Win7 64-bit, Win8/8.1 64-bit<br>&emsp;Processor: Core 2 Duo E8200 2.66GHz or Phenom II X2 545<br>&emsp;Memory: 3 GB RAM<br>&emsp;Graphics: GeForce GTS 250 or Radeon HD 4830<br>&emsp;DirectX: Version 10<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 20 GB available space<br>&emsp;Additional Notes: UNSUPPORTED HARDWARE: IntelHD Integrated Graphics Chips, 32-bit Operating Systems, NVIDIA ® FleX features require a GeForce ® GTX™ 770  or higher (GeForce ® GTX™ 980 recommended)",11630,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system","false",1999,232090,659,67,"false",40805,"Killing Floor 2",75,"false","18 Nov, 2016","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","https://www.metacritic.com/game/pc/killing-floor-2?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;Requires a 64-bit processor and operating system","Tripwire Interactive","game","Tripwire Interactive"
"true","Recommended:<br>&emsp;OS: Windows 10 64-bit<br>&emsp;Processor: 3 GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 6 GB available space",,"Recommended:<br>&emsp;OS: Ubuntu<br>&emsp;Processor: 3 GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 6 GB available space","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/304930/header.jpg?t=1540101174","Minimum:<br>&emsp;OS: Windows 7 32-bit<br>&emsp;Processor: 2 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 4 GB available space",14376,"Minimum:<br>&emsp;OS: Ubuntu<br>&emsp;Processor: 2 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Storage: 4 GB available space","true",,304930,,,"false",7877,"Unturned",,"true","7 Jul, 2017","Recommended:<br>&emsp;OS: High Sierra<br>&emsp;Processor: 3 GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 6 GB available space",,"Minimum:<br>&emsp;OS: High Sierra<br>&emsp;Processor: 2 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Storage: 4 GB available space","Smartly Dressed Games","game","Smartly Dressed Games"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/294100/header.jpg?t=1539838662","Minimum:<br>&emsp;OS: Windows XP<br>&emsp;Processor: Core 2 Duo<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: Intel HD Graphics 3000 with 384 MB of RAM<br>&emsp;Storage: 500 MB available space",11682,"Minimum:<br>&emsp;Processor: Core 2 Duo<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: Intel HD Graphics 3000 with 384 MB of RAM<br>&emsp;Storage: 500 MB available space","false",2779,294100,2779,0,"false",23286,"RimWorld",,"true","17 Oct, 2018",,,"Minimum:<br>&emsp;OS: OSX 10.5<br>&emsp;Processor: Core 2 Duo<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: Intel HD Graphics 3000 with 384 MB of RAM<br>&emsp;Storage: 500 MB available space","Ludeon Studios","game","Ludeon Studios"
"false","Recommended:<br>&emsp;OS: Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)<br>&emsp;Processor: AMD FX-8350 @ 4.0 GHz, Ryzen 5 - 1400, Intel Core i7-3770 @ 3.5 GHz or better (MORE DETAILS HERE)<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: AMD Radeon R9 290, NVIDIA GeForce GTX 970  (4GB VRAM with Shader Model 5.0) or better (MORE DETAILS HERE)<br>&emsp;Storage: 46+ GB available space<br>&emsp;Additional Notes: Video Preset: High (1080p)","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/812140/header.jpg?t=1540836192","Minimum:<br>&emsp;OS: Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)<br>&emsp;Processor: AMD FX 6300 @ 3.8 GHz, Ryzen 3 - 1200, Intel Core i5 2400 @ 3.1 GHz (MORE DETAILS HERE)<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: AMD Radeon R9 285, NVIDIA GeForce GTX 660 (2GB VRAM with Shader Model 5.0) (MORE DETAILS HERE)<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 46+ GB available space<br>&emsp;Additional Notes: Video Preset: Lowest (720p)",12606,,"false",4999,812140,4999,0,"false",6204,"Assassin's Creed® Odyssey",,"false","5 Oct, 2018",,,,"Ubisoft Quebec<br/>Ubisoft Montreal<br/>Ubisoft Bucharest<br/>Ubisoft Singapore<br/>Ubisoft Montpellier<br/>Ubisoft Kiev<br/>Ubisoft Shanghai","game","Ubisoft"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/624090/header.jpg?t=1537443009","Minimum:<br>&emsp;OS: Windows Vista (SP2), 7 (SP1), 8/8.1, 10 (1703/Creators Update) - 64-bit or 32-bit<br>&emsp;Processor: Intel Pentium 4, Intel Core or AMD Athlon – 2.2 GHz +<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 7 GB available space",15338,"Minimum:<br>&emsp;OS: SteamOS, Ubuntu 14.04.5 LTS – 64-bit<br>&emsp;Processor: Intel Pentium 4, Intel Core or AMD Athlon – 2.2 GHz +<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Intel HD Graphics 3000/4000, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM<br>&emsp;Storage: 7 GB available space<br>&emsp;Additional Notes: OpenGL: 2.1","false",3799,624090,3799,0,"false",4387,"Football Manager 2018",82,"true","9 Nov, 2017",,"https://www.metacritic.com/game/pc/football-manager-2018?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: 10.8.5, 10.9.5, 10.10.5, 10.11.6, 10.12.5, 10.13 – 64-bit<br>&emsp;Processor: Intel Core 2 – 1.8 GHz +<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM<br>&emsp;Storage: 7 GB available space<br>&emsp;Additional Notes: OpenGL: 2.1","Sports Interactive","game","SEGA"
,,,,,,,,11068,,,,,,,,,,,,,,,,,,
"true","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7x64 / Windows 8.1x64 / Windows 10x64<br>&emsp;Processor: Fourth Generation Intel Core i5 2.5 Ghz or AMD FX8350 4.0 Ghz or greater<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: 2GB &amp; AMD 7970 or nVidia 770 or greater<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 12 GB available space<br>&emsp;Sound Card: DirectX Compatible Sound Device","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/289070/header.jpg?t=1534546985","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7x64 / Windows 8.1x64 / Windows 10x64<br>&emsp;Processor: Intel Core i3 2.5 Ghz or AMD Phenom II 2.6 Ghz or greater<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 1 GB &amp; AMD 5570 or nVidia 450<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 12 GB available space<br>&emsp;Sound Card: DirectX Compatible Sound Device<br>&emsp;Additional Notes: Initial installation requires one-time Internet connection for Steam authentication; software installations required (included with the game) include Steam Client, Microsoft Visual C++ 2012 and 2015 Runtime Libraries, and Microsoft DirectX. Internet connection and acceptance of Steam™ Subscriber Agreement required for activation. See www.steampowered.com/agreement for details.",10860,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: SteamOS, Ubuntu 16.04 (64bit)<br>&emsp;Processor: Intel Core i3 530 or AMD A8-3870<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: 1 GB VRAM Minimum - NVIDIA GeForce 650<br>&emsp;Storage: 15 GB available space<br>&emsp;Additional Notes: IMPORTANT NOTICE: ATI and INTEL chipsets are NOT supported to run Civilization VI LINUX.  Don't meet the above requirements? Running on a unique distro? That doesn't mean your configuration wont run Civ VI! Visit the Civilization VI community page to share your experience with other Linux players and learn about how to send bugs to Aspyr. Your feedback will help us improve Civ VI Linux and future AAA Linux releases!","false",4999,289070,4999,0,"false",31407,"Sid Meier’s Civilization® VI",88,"true","20 Oct, 2016","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","https://www.metacritic.com/game/pc/sid-meiers-civilization-vi?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: 10.11 (El Capitan) or 10.12 (Sierra)<br>&emsp;Processor: Intel Core i5 2.7Ghz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: 1 GB GPU Minimum - GeForce 775M | Radeon HD 6970 | Intel Iris Pro<br>&emsp;Storage: 15 GB available space<br>&emsp;Additional Notes: NOTICE: It is possible for Mac and PC to become out of sync during updates or patches.  Within this time period, Mac users will only be able to play other Mac users.","Firaxis Games<br/>Aspyr (Mac)<br/>Aspyr (Linux)","game","2K<br/>Aspyr (Mac)<br/>Aspyr (Linux)"
"false","Recommended:<br>&emsp;OS: Windows 7 or higher (32-bit or 64-bit)<br>&emsp;Processor: Intel Core i5-650 3.2GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GTX 970, AMD RX 480<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 27 GB available space","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/582660/header.jpg?t=1536187312","Minimum:<br>&emsp;OS: Windows 7 or higher (32-bit or 64-bit)<br>&emsp;Processor: Intel Core i3-530 2.9 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: GTS 250, GeForce 9800 GTX, Radeon HD 3870 X2<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 27 GB available space",10068,,"false",799,582660,399,50,"false",11894,"Black Desert Online",73,"false","24 May, 2017",,"https://www.metacritic.com/game/pc/black-desert-online?ftag=MCD-06-10aaa1f",,"Pearl Abyss","game","Kakao Games Europe B.V."
